,axis,bootstrap,categorical_features,copy,criterion,dtype,fill_empty,handle_unknown,max_features,min_impurity_split,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,missing_values,n_estimators,n_jobs,n_values,oob_score,random_state,run_id,sparse,strategy,strategy_nominal,threshold,verbose,warm_start,value
31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2765608387521,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,58297.0,5968839.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9893617021277
32,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8695084359586,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9411.0,5969234.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9765331664581
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.790676860759,0.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,21042.0,5969265.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9699624530663
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7871551942882,0.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1829.0,5969305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715269086358
35,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8012269708935,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,60842.0,5969307.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9893617021277
36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4076839048273,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,62741.0,5969568.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9865456821026
37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2451122773202,0.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25783.0,5969665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9671464330413
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8458589300705,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,23132.0,5969956.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9931163954944
39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7901810756483,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,44636.0,5970001.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9809136420526
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7979566195025,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,51988.0,5970005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9724655819775
41,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7207082060996,0.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7994.0,5970156.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9771589486859
42,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8439973143155,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,56013.0,5970165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9755944931164
43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.328451339966,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42823.0,5970211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9846683354193
44,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2039962987406,0.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,60745.0,5970259.0,0.0,1.0,0.0,0.0,0.0,0.0,0.976846057572
45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1047010196308,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,33392.0,5970424.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9887359198999
46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3037637333775,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.0,5970427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9780976220275
47,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6717273727491,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,5970468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9784105131414
48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4204123383631,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32307.0,5970788.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9887359198999
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6270579885424,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4974.0,5970843.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9931163954944
50,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7194345269166,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,38783.0,5970925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9852941176471
51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4941959370052,0.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,25192.0,5971110.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9840425531915
52,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4731287818951,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,42342.0,5971126.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9928035043805
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5390217113987,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,30945.0,5971261.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9787234042553
54,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6432412096304,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3276.0,5971311.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9887359198999
55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1176152787277,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,60721.0,5971314.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9915519399249
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2875497510474,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,62640.0,5971315.0,0.0,2.0,0.0,0.0,0.0,0.0,0.982478097622
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238473161777,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15635.0,5971777.0,0.0,1.0,0.0,0.0,0.0,0.0,0.985607008761
58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2850984359355,0.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,43760.0,5971833.0,0.0,2.0,0.0,0.0,0.0,0.0,0.976846057572
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556788011708,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6636.0,5971908.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9840425531915
60,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5832996099373,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,62020.0,5971968.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9924906132666
61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613823608435,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,38542.0,5972154.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9949937421777
62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4298495090979,0.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,50662.0,5972384.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9777847309136
63,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7842112756378,0.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,33465.0,5972402.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9749687108886
64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6637147779563,0.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,53908.0,5972551.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9765331664581
65,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6041753368951,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15673.0,5972558.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9893617021277
66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5512557377398,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27406.0,5972602.0,0.0,1.0,0.0,0.0,0.0,0.0,0.988423028786
67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7751528030456,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,56853.0,5972720.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9818523153942
68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3326412554327,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,31287.0,5972755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9834167709637
69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.877352329853,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,30612.0,5972911.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9765331664581
70,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4608293055823,0.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,28435.0,5973099.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9690237797247
71,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.196304487302,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,27177.0,5973152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9943679599499
72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3899201580307,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25446.0,5973164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968085106383
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4299750095978,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,29624.0,5973595.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9934292866083
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479411485076,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,59642.0,5973604.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9777847309136
75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1177326541348,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,52961.0,5973605.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9718397997497
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4513375011359,0.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,20735.0,5973857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9746558197747
77,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7701584235833,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,50509.0,5974223.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9793491864831
78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3047831370279,0.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6142.0,5974387.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9730913642053
79,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8750330334618,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8925.0,5974395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9777847309136
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4579756167982,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,24532.0,5974658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9743429286608
81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4794638197586,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,41103.0,5974678.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9931163954944
82,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.540914375655,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,62223.0,5974722.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9924906132666
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4272898801215,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,61552.0,5975151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9890488110138
84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3473182651656,0.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,47986.0,5975270.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9674593241552
85,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8862297924696,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9079.0,5975317.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9915519399249
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2090523694308,0.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,60780.0,5975334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9734042553191
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2059854975123,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52272.0,5975337.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9762202753442
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263731602744,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,48963.0,5975423.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9671464330413
89,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8830084452016,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18076.0,5975469.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9949937421777
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5408695601142,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19326.0,5975492.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9690237797247
91,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8947190105632,0.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,18254.0,5975677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9759073842303
92,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1112099075045,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,22831.0,5975954.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9721526908636
93,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6770109189616,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25716.0,5975956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9771589486859
94,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8165279043591,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21810.0,5976014.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9759073842303
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5334513505024,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,27202.0,5976030.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9724655819775
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555679528686,0.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,38948.0,5976154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9712140175219
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7594833355006,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,5976217.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9934292866083
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5790888787448,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2651.0,5976319.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9702753441802
99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5259476165951,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24537.0,5976401.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9749687108886
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4623143443482,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,63340.0,5976460.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9865456821026
101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6837756802366,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,20799.0,5976494.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9837296620776
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3940269985159,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9238.0,5976705.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9946808510638
103,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7823268405599,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,50617.0,5976870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9774718397997
104,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1069966008005,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,21466.0,5976992.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9721526908636
105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7796961794936,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9444.0,5977018.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9812265331665
106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5435577435248,0.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,38738.0,5977090.0,0.0,2.0,0.0,0.0,0.0,0.0,0.982478097622
107,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4476460446585,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,15711.0,5977122.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9849812265332
108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7958092536843,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2794.0,5977143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9887359198999
109,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5493445015573,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,51852.0,5977270.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9821652065081
110,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1462252767598,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,48834.0,5977280.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9865456821026
111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8406217988568,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,40923.0,5977296.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9865456821026
